,img_path,2_way_label,3_way_label,6_way_label
6721,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5515zk.jpg,1.0,0.0,0.0
6722,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\be3hrs.jpg,1.0,0.0,0.0
6723,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\axqqd1.jpg,1.0,0.0,0.0
6724,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7i1ox0.jpg,1.0,0.0,0.0
6725,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bpvs06.jpg,1.0,0.0,0.0
6726,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8x0nuf.jpg,0.0,2.0,2.0
6727,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9ib3sp.jpg,1.0,0.0,0.0
6728,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4k0y13.jpg,0.0,2.0,1.0
6729,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cg92t0f.jpg,0.0,2.0,4.0
6730,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bh7lk5.jpg,1.0,0.0,0.0
6731,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cxr3ewv.jpg,0.0,2.0,4.0
6732,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\880um4.jpg,0.0,2.0,2.0
6733,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\59yu5z.jpg,1.0,0.0,0.0
6734,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5mzwjo.jpg,0.0,2.0,5.0
6735,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d3tfad6.jpg,0.0,2.0,4.0
6736,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cnw6naw.jpg,0.0,2.0,4.0
6737,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\81unsq.jpg,0.0,2.0,2.0
6738,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8omk2f.jpg,0.0,2.0,1.0
6739,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bvcj8l.jpg,1.0,0.0,0.0
6740,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\23gfwz.jpg,0.0,2.0,2.0
6741,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5q3sv4.jpg,0.0,2.0,1.0
6742,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dfubwu.jpg,1.0,0.0,0.0
6743,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\18kcc2.jpg,1.0,0.0,0.0
6744,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2iwycq.jpg,1.0,0.0,0.0
6745,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c7akguo.jpg,0.0,2.0,4.0
6746,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dc3ys9b.jpg,0.0,2.0,4.0
6747,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\brzs6c.jpg,1.0,0.0,0.0
6748,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ctwjr4h.jpg,0.0,2.0,4.0
6749,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\btvbsi.jpg,1.0,0.0,0.0
6750,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dg0q15.jpg,1.0,0.0,0.0
6751,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c7velcr.jpg,0.0,2.0,4.0
6752,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cviqjyf.jpg,0.0,2.0,4.0
6753,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chsdrrl.jpg,0.0,2.0,4.0
6754,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bh38cf.jpg,1.0,0.0,0.0
6755,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\coolvjx.jpg,0.0,2.0,4.0
6756,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dbuw5t.jpg,0.0,2.0,5.0
6757,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\233gnm.jpg,1.0,0.0,0.0
6758,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b7pb1b.jpg,1.0,0.0,0.0
6759,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2a3dwd.jpg,0.0,2.0,1.0
6760,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cf2o718.jpg,0.0,2.0,4.0
6761,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\daeojm9.jpg,0.0,2.0,4.0
6762,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6dry3p.jpg,0.0,2.0,4.0
6763,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6rc6u2.jpg,0.0,2.0,4.0
6764,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ccgjbg3.jpg,0.0,2.0,4.0
6765,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cvtzafh.jpg,0.0,2.0,4.0
6766,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6ynr9k.jpg,0.0,2.0,5.0
6767,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cn5fje8.jpg,0.0,2.0,4.0
6768,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clc9vgv.jpg,0.0,2.0,4.0
6769,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\97359c.jpg,0.0,2.0,1.0
6770,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6zhot0.jpg,1.0,0.0,0.0
6771,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cvs1on.jpg,0.0,2.0,2.0
6772,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9cjon8.jpg,0.0,2.0,2.0
6773,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cnltsi.jpg,1.0,0.0,0.0
6774,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\20cvkb.jpg,1.0,0.0,0.0
6775,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6r0iql.jpg,0.0,2.0,4.0
6776,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\brdvpu.jpg,1.0,0.0,0.0
6777,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\72iwjb.jpg,0.0,2.0,3.0
6778,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b8ojbd.jpg,0.0,2.0,2.0
6779,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5adxpy.jpg,0.0,2.0,1.0
6780,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\836r33.jpg,1.0,0.0,0.0
6781,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cv22y4k.jpg,0.0,2.0,4.0
6782,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d7xr6t.jpg,1.0,0.0,0.0
6783,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bvzhtt.jpg,0.0,2.0,3.0
6784,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5im3dy.jpg,1.0,0.0,0.0
6785,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8oli23.jpg,1.0,0.0,0.0
6786,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c89q61u.jpg,0.0,2.0,4.0
6787,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cljsyd4.jpg,0.0,2.0,4.0
6788,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dkn5kv.jpg,1.0,0.0,0.0
6789,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckx8mon.jpg,0.0,2.0,4.0
6790,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\60hjur.jpg,1.0,0.0,0.0
6791,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clvakm1.jpg,0.0,2.0,4.0
6792,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\35n5n1.jpg,0.0,2.0,2.0
6793,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ca2g7x.jpg,1.0,0.0,0.0
6794,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\e1fuy13.jpg,0.0,2.0,4.0
6795,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9e2qn3.jpg,0.0,2.0,2.0
6796,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8oriyi.jpg,1.0,0.0,0.0
6797,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cqc460m.jpg,0.0,2.0,4.0
6798,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1eekxw.jpg,0.0,2.0,2.0
6799,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\80s6nr.jpg,0.0,2.0,2.0
6800,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cfb4rbv.jpg,0.0,2.0,4.0
6801,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dh0so3.jpg,1.0,0.0,0.0
6802,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7v3g68.jpg,0.0,2.0,2.0
6803,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8ice00.jpg,0.0,2.0,3.0
6804,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\25xyjp.jpg,1.0,0.0,0.0
6805,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8mcrpy.jpg,0.0,2.0,2.0
6806,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cmxvjdu.jpg,0.0,2.0,4.0
6807,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2qhnsv.jpg,0.0,2.0,2.0
6808,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3xzr9p.jpg,0.0,2.0,3.0
6809,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\36xlml.jpg,1.0,0.0,0.0
6810,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8d9fo3.jpg,0.0,2.0,4.0
6811,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7ehkvp.jpg,0.0,2.0,2.0
6812,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c0nrhe.jpg,1.0,0.0,0.0
6813,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\axrp5b.jpg,1.0,0.0,0.0
6814,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm4aebh.jpg,0.0,2.0,4.0
6815,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\atinit.jpg,0.0,2.0,1.0
6816,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\75sbrf.jpg,0.0,2.0,1.0
6817,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ch8qa9y.jpg,0.0,2.0,4.0
6818,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3az18x.jpg,1.0,0.0,0.0
6819,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1iclvy.jpg,1.0,0.0,0.0
6820,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\57gtut.jpg,0.0,2.0,5.0
6821,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ccus6h.jpg,0.0,2.0,2.0
6822,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\brso78.jpg,0.0,2.0,2.0
6823,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c65rtm2.jpg,0.0,2.0,4.0
6824,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\auadx0.jpg,1.0,0.0,0.0
6825,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cxp68i5.jpg,0.0,2.0,4.0
6826,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9g48i1.jpg,1.0,0.0,0.0
6827,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ashq64.jpg,1.0,0.0,0.0
6828,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d9nr8rv.jpg,0.0,2.0,4.0
6829,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8x05oc.jpg,1.0,0.0,0.0
6830,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\29qlg4.jpg,1.0,0.0,0.0
6831,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cctqx1o.jpg,0.0,2.0,4.0
6832,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\96do8n.jpg,0.0,2.0,2.0
6833,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4q9q0s.jpg,1.0,0.0,0.0
6834,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cfat5hd.jpg,0.0,2.0,4.0
6835,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cyjejrx.jpg,0.0,2.0,4.0
6836,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b8tacr.jpg,1.0,0.0,0.0
6837,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9hz3x5.jpg,1.0,0.0,0.0
6838,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6yu3aq.jpg,0.0,2.0,2.0
6839,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clvzkhi.jpg,0.0,2.0,4.0
6840,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b1umub.jpg,0.0,2.0,2.0
6841,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c5o8tbn.jpg,0.0,2.0,4.0
6842,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4yz8fb.jpg,1.0,0.0,0.0
6843,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d8vpn6.jpg,1.0,0.0,0.0
6844,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bd1okb.jpg,0.0,1.0,5.0
6845,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\e5qpvis.jpg,0.0,2.0,4.0
6846,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d46n7z.jpg,1.0,0.0,0.0
6847,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2v8xuk.jpg,1.0,0.0,0.0
6848,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\80r8t3.jpg,0.0,2.0,2.0
6849,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgl83h0.jpg,0.0,2.0,4.0
6850,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dcoh22a.jpg,0.0,2.0,4.0
6851,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3gimqu.jpg,0.0,2.0,2.0
6852,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\as18i9.jpg,1.0,0.0,0.0
6853,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7vtovs.jpg,0.0,2.0,1.0
6854,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9ddvrk.jpg,1.0,0.0,0.0
6855,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dd3qqug.jpg,0.0,2.0,4.0
6856,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9cklbv.jpg,0.0,2.0,1.0
6857,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\57cpo1.jpg,1.0,0.0,0.0
6858,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ccvflrk.jpg,0.0,2.0,4.0
6859,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9joyoc.jpg,1.0,0.0,0.0
6860,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bl3jtq.jpg,1.0,0.0,0.0
6861,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\72vxqy.jpg,0.0,2.0,2.0
6862,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ddohcf5.jpg,0.0,2.0,4.0
6863,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdyve4u.jpg,0.0,2.0,4.0
6864,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\97lkqz.jpg,0.0,2.0,2.0
6865,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9h9rhb.jpg,1.0,0.0,0.0
6866,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ca0v1gj.jpg,0.0,2.0,4.0
6867,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8723m1.jpg,0.0,2.0,2.0
6868,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgzo4lm.jpg,0.0,2.0,4.0
6869,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjxrjov.jpg,0.0,2.0,4.0
6870,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckpsn8.jpg,1.0,0.0,0.0
6871,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbnqqnh.jpg,0.0,2.0,4.0
6872,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdsjb2n.jpg,0.0,2.0,4.0
6873,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d6uukm.jpg,0.0,2.0,2.0
6874,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3399wq.jpg,1.0,0.0,0.0
6875,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdkz27f.jpg,0.0,2.0,4.0
6876,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\coi6ln.jpg,1.0,0.0,0.0
6877,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clx09bk.jpg,0.0,2.0,4.0
6878,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chg1qnn.jpg,0.0,2.0,4.0
6879,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdessoj.jpg,0.0,2.0,4.0
6880,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bn6qq9.jpg,1.0,0.0,0.0
6881,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\21b1sw.jpg,1.0,0.0,0.0
6882,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clbl78d.jpg,0.0,2.0,4.0
6883,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8rbobl.jpg,0.0,2.0,4.0
6884,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8youi7.jpg,0.0,2.0,1.0
6885,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\curv6zb.jpg,0.0,2.0,4.0
6886,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ctftowd.jpg,0.0,2.0,4.0
6887,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b7l0vy.jpg,1.0,0.0,0.0
6888,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5u9vm5.jpg,0.0,2.0,1.0
6889,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3wsfel.jpg,1.0,0.0,0.0
6890,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4d6ctk.jpg,0.0,2.0,1.0
6891,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8veyce.jpg,0.0,2.0,2.0
6892,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b3ayea.jpg,0.0,2.0,2.0
6893,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dunpi9x.jpg,0.0,2.0,4.0
6894,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6eozme.jpg,0.0,2.0,1.0
6895,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4nryf6.jpg,0.0,2.0,3.0
6896,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4za98u.jpg,0.0,2.0,2.0
6897,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chjy6og.jpg,0.0,2.0,4.0
6898,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chafpm2.jpg,0.0,2.0,4.0
6899,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c1482k.jpg,1.0,0.0,0.0
6900,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\avx7y0.jpg,1.0,0.0,0.0
6901,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cj2aivh.jpg,0.0,2.0,4.0
6902,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5ohcd3.jpg,1.0,0.0,0.0
6903,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dbp0ym.jpg,1.0,0.0,0.0
6904,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cc5acl.jpg,1.0,0.0,0.0
6905,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ch1zazt.jpg,0.0,2.0,4.0
6906,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1w587k.jpg,1.0,0.0,0.0
6907,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c3me9k.jpg,1.0,0.0,0.0
6908,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\xsm8d.jpg,1.0,0.0,0.0
6909,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\331w0j.jpg,1.0,0.0,0.0
6910,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\46vob0.jpg,1.0,0.0,0.0
6911,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b8amw0.jpg,1.0,0.0,0.0
6912,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dlk7ls.jpg,1.0,0.0,0.0
6913,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4znods.jpg,0.0,2.0,2.0
6914,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\420t3p.jpg,1.0,0.0,0.0
6915,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1585t9.jpg,1.0,0.0,0.0
6916,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bcebun.jpg,1.0,0.0,0.0
6917,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7y1vhq.jpg,0.0,2.0,3.0
6918,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ceq1e55.jpg,0.0,2.0,4.0
6919,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\35hk5l.jpg,0.0,2.0,2.0
6920,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cio4h2.jpg,1.0,0.0,0.0
6921,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ax2w1l.jpg,1.0,0.0,0.0
6922,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dh0a0g.jpg,0.0,1.0,5.0
6923,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d4ql6vg.jpg,0.0,2.0,4.0
6924,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4q00bd.jpg,1.0,0.0,0.0
6925,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cyh49fm.jpg,0.0,2.0,4.0
6926,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4fnnsu.jpg,1.0,0.0,0.0
6927,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjcz2f5.jpg,0.0,2.0,4.0
6928,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d9bgkgp.jpg,0.0,2.0,4.0
6929,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\86cfet.jpg,0.0,2.0,2.0
6930,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c78ojk8.jpg,0.0,2.0,4.0
6931,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c59gdwd.jpg,0.0,2.0,4.0
6932,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2qzp8u.jpg,0.0,2.0,2.0
6933,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\yl469.jpg,0.0,2.0,2.0
6934,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\69cxzm.jpg,1.0,0.0,0.0
6935,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4s5dky.jpg,0.0,2.0,3.0
6936,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\90sv55.jpg,0.0,2.0,2.0
6937,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cadz6ph.jpg,0.0,2.0,4.0
6938,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7gidc5.jpg,1.0,0.0,0.0
6939,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cunntr.jpg,0.0,2.0,2.0
6940,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgs34kc.jpg,0.0,2.0,4.0
6941,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\54mz4c.jpg,1.0,0.0,0.0
6942,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c4sxlm8.jpg,0.0,2.0,4.0
6943,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9f0ym8.jpg,1.0,0.0,0.0
6944,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1hfftd.jpg,0.0,2.0,2.0
6945,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7z88su.jpg,0.0,2.0,2.0
6946,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ck4s3v5.jpg,0.0,2.0,4.0
6947,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bgyncq.jpg,0.0,2.0,2.0
